id,imdb_id,tmdbId,title,release_date,revenue,budget,runtime,original_language,vote_average,vote_count,homepage,tagline
8592,tt0099422,42988,Dick Tracy,6/15/1990,103738726,47000000,103,en,5.9,258,,Their turf. Their game. Their rules. They didn't count on HIS law...
564,tt0120616,24405,The Mummy,4/16/1999,415885488,80000000,124,en,6.6,2796,http://www.mummyvideo.com/,The legend you know. The adventure you have yet to imagine.
140519,tt0188052,60238,Mascara,5/7/1999,0,0,94,en,6,1,,Life is what happens while you're making other plans.
4927,tt0138414,72277,Edge of Seventeen,5/14/1998,870751,1500000,99,en,5.7,29,http://www.picturethisent.com/minisites/edgeof17/edge1.html,
1893,tt0120915,312,Star Wars: Episode I - The Phantom Menace,5/19/1999,924317558,115000000,136,en,6.4,4526,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,Every generation has a legend. Every journey has a first step. Every saga has a beginning.
31342,tt0166252,49696,The Love Letter,5/21/1999,0,0,88,en,5.9,17,,No one knows who sent it. No one knows who it's for. But everyone's getting the same message.
8785,tt0059643,50247,The Saragossa Manuscript,2/9/1965,0,0,182,pl,7.4,23,http://www.thesaragossamanuscript.info/,
31498,tt0032818,58918,The Mummy's Hand,9/20/1940,0,0,67,en,6.5,14,,The tomb of a thousand terrors!
1924,tt0078346,10513,Superman,12/13/1978,300218018,55000000,143,en,6.9,1042,,You'll Believe a Man Can Fly!
8536,tt0081573,205481,Superman II,12/4/1980,190458706,54000000,127,en,6.5,642,,The Man of Steel meets his match!
138,tt0021814,39428,Dracula,2/12/1931,1012189,355000,72,en,7.2,254,,The story of the strangest passion the world has ever known!
30793,tt0037793,118,House of Dracula,12/6/1945,0,0,67,en,5.8,20,,HORROR UPON HORROR in the HOUSE OF DRACULA
3103,tt0036931,36094,House of Frankenstein,12/1/1944,0,0,71,en,6.2,30,,All the Screen's Titans of Terror - Together in the Greatest of All SCREEN SENSATIONS!
3035,tt0021884,37853,Frankenstein,11/21/1931,12000000,291000,71,en,7.3,295,,The man who made a monster.
3077,tt0031951,20565,Son of Frankenstein,1/13/1939,0,0,99,en,7,42,,The black shadows of the past bred this half-man . . . half-demon ! . . . creating a new and terrible juggernaut of destruction !
3074,tt0034786,11943,The Ghost of Frankenstein,3/13/1942,0,0,67,en,6.4,26,,All new THRILLS!
3076,tt0035899,2690,Frankenstein Meets the Wolf Man,3/5/1943,0,0,74,en,6.5,42,,
3079,tt0050280,10399,The Curse of Frankenstein,5/2/1957,0,0,82,en,6.8,61,,The creature created by man and forgotten by nature!
43391,tt0042469,29040,The Flying Saucer,1/4/1950,0,0,69,en,2.7,7,,
8974,tt0046534,11836,The War of the Worlds,8/13/1953,2000000,2000000,85,en,6.8,172,,Amazing! terrifying! The most savage spectacle of all time!
509,tt0125439,713,Notting Hill,5/13/1999,363889678,42000000,124,en,7,1309,http://www.notting-hill.com/,Can the most famous film star in the world fall for the man on the street?
1090,tt0139809,792,The Thirteenth Floor,4/16/1999,18564088,16000000,100,en,6.8,381,,Question reality. You can go there even though it doesn't exist.
2275,tt0144214,24746,The General's Daughter,6/18/1999,149705852,60000000,116,en,6.1,209,,Go behind the lies.
104,tt0130827,9614,Run Lola Run,8/20/1998,7267585,1530000,81,de,7.2,672,,Every second of every day you're faced with a decision that can change your life.
55955,tt0119743,5375,My Son the Fanatic,10/21/1997,408339,0,88,en,4.7,3,,
6488,tt0099052,18300,Arachnophobia,8/9/1990,53208180,31000000,103,en,6.2,445,,"Eight legs, two fangs, and an attitude."
8487,tt0120891,19414,Wild Wild West,6/29/1999,222104681,170000000,106,en,5.1,1042,,It's a whole new west.
125263,tt0149964,33843,Broken Vessels,4/18/1998,0,0,90,en,6,2,,Over the edge and out of control.
2767,tt0101318,91076,Les Amants du Pont-Neuf,10/16/1991,0,28000000,125,fr,7.5,45,http://www.juliettebinoche.net/les-amants-du-pont-neuf.html,Romance... In a most unlikely place.
2105,tt0163651,97,American Pie,7/9/1999,235483004,11000000,95,en,6.4,2358,,There's nothing like your first piece.
1073,tt0137363,252,Arlington Road,3/19/1999,0,21500000,117,en,7,246,,Your Paranoia Is Real.
2667,tt0185937,41516,The Blair Witch Project,7/14/1999,248000000,60000,81,en,6.3,1090,http://www.blairwitch.com/,The scariest movie of all time is a true story.
345,tt0120663,2759,Eyes Wide Shut,7/14/1999,162091208,65000000,159,en,7.1,1266,http://eyeswideshut.warnerbros.com/,Cruise. Kidman. Kubrick.
133575,tt0120878,50868,The Velocity of Gary,7/16/1999,0,4000000,100,en,4.2,5,,*(Not His Real Name)
620,tt0087332,88893,Ghostbusters,6/7/1984,295212467,30000000,107,en,7.3,2431,http://www.ghostbusters.com/,They ain't afraid of no ghost.
2978,tt0097428,10563,Ghostbusters II,6/15/1989,215394738,37000000,108,en,6.3,1131,,We're back!
332,tt0141369,12122,Inspector Gadget,7/23/1999,0,75000000,78,en,4.3,322,,The greatest hero ever assembled.
1812,tt0162710,32911,Trick,7/23/1999,2049595,450000,89,en,6.7,24,,A story about two guys trying to make it in the big city.
8914,tt0149261,14337,Deep Blue Sea,7/28/1999,73648228,60000000,105,en,5.6,616,,Bigger. Smarter. Faster. Meaner.
4806,tt0163187,25905,Runaway Bride,7/30/1999,309457509,70000000,116,en,5.8,472,,Catch her if you can.
247,tt0049406,1024,The Killing,5/8/1956,0,320000,85,en,7.7,290,,"...Like No Other Picture Since ""Scarface"" and ""Little Caesar""!"
967,tt0054331,22613,Spartacus,10/6/1960,60000000,12000000,197,en,7.3,472,,More titanic than any story ever told!
802,tt0056193,9294,Lolita,6/13/1962,9250000,2000000,153,en,7.3,409,,How did they ever make a movie of ...
3175,tt0072684,926,Barry Lyndon,12/18/1975,20000000,11000000,184,en,7.7,521,,At long last Redmond Barry became a gentleman - and that was his tragedy.
147,tt0053198,10474,The 400 Blows,5/4/1959,0,0,99,fr,8,363,,Angel faces hell-bent for violence.
1628,tt0055032,75250,Jules and Jim,1/23/1962,0,0,105,fr,7.6,163,,A Hymn to Life and Love
32060,tt0090774,76804,Brighton Beach Memoirs,1/1/1986,0,0,108,en,6.2,20,,
873,tt0088939,10232,The Color Purple,12/18/1985,146292009,15000000,154,en,7.7,345,,It's about life. It's about love. It's about us.
48660,tt0091343,86,The Kindred,1/9/1987,0,0,91,en,5.9,7,,John's got a half brother... half human... half something else!
3934,tt0092068,43230,Ménage,4/23/1986,0,0,84,fr,6,25,,
30890,tt0093818,42420,Radio Days,1/30/1987,0,16000000,90,en,7,131,,
2115,tt0093415,87,Light of Day,2/6/1987,0,0,107,en,5.4,10,,
3526,tt0083967,1552,Frances,12/3/1982,5000000,0,140,en,7.1,24,,"Her story is shocking, disturbing, compelling... and true."
745,tt0167404,532,The Sixth Sense,8/6/1999,672806292,40000000,107,en,7.7,3223,,Not every gift is a blessing.
913,tt0155267,963,The Thomas Crown Affair,8/6/1999,124305181,48000000,113,en,6.7,349,,How do you get the man who has everything?
912,tt0063688,289,The Thomas Crown Affair,6/19/1968,0,4300000,102,en,6.9,95,,
813,tt0080339,34170,Airplane!,7/2/1980,83453539,3500000,88,en,7.1,1104,,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?"
2665,tt0083530,18158,Airplane II: The Sequel,12/10/1982,27150534,0,85,en,6,276,,For the ride of your life... All you need for Christmas are your two front seats!
2280,tt0094737,26618,Big,6/3/1988,151668774,18000000,104,en,6.9,1022,,You're Only Young Once But For Josh It Might Just Last A Lifetime.
850,tt0085334,36266,A Christmas Story,11/18/1983,19294144,0,94,en,7.4,352,,"Peace, Harmony, Comfort and Joy... Maybe Next Year."
126152,tt0119692,37688,With Friends Like These...,9/10/1998,0,0,105,en,0,0,,
2038,tt0103617,19378,Iron Eagle III,1/9/1992,0,0,98,en,3.6,15,,
141489,tt0058175,261884,Hamlet from the Lunt-Fontanne Theatre,9/23/1964,0,0,191,en,6,2,,
1911,tt0120657,3050,The 13th Warrior,8/27/1999,61698899,160000000,102,en,6.4,524,,Prey for the living.
2900,tt0138304,29787,The Astronaut's Wife,8/26/1999,19598588,75000000,109,en,5.5,263,,How well do you know the one you love?
6373,tt0120747,310,The Very Thought of You,5/8/1998,0,0,88,en,5,11,,Two's Company. Three's a Crowd. Four's a Disaster.
2162,tt0163579,34636,Chill Factor,9/1/1999,11263966,70000000,101,en,5.3,30,,"This Fall, Action is served on the rocks, with a twist."
4338,tt0125211,15497,I Woke Up Early The Day I Died,9/13/1998,0,0,90,en,4.7,3,,
1075,tt0118843,116356,"Black Cat, White Cat",6/1/1998,0,0,127,sr,7.7,160,,
43832,tt0031762,20981,Only Angels Have Wings,5/15/1939,0,0,121,en,7,47,,BIG As The Fog-Shrouded Andes!
14,tt0169547,10858,American Beauty,9/15/1999,356296601,15000000,122,en,7.9,3438,http://www.dreamworks.com/ab/,Look closer.
704,tt0058182,9103,A Hard Day's Night,7/6/1964,12299668,560000,88,en,7.3,172,http://www.thebeatles.com/film/hard-days-night,"The Beatles, starring in their first full-length, hilarious, action-packed film!"
1049,tt0108185,10586,Sommersby,2/5/1993,140081992,0,109,en,6,82,,She knew his face. His touch. His voice. She knew everything about him... But the truth.
2290,tt0120716,11337,Jakob the Liar,9/16/1999,0,0,120,en,6.1,91,,"When all hope was lost, he invented it."
6415,tt0120188,47715,Three Kings,9/27/1999,108000000,75000000,114,en,6.6,709,,It's good to be King.
5622,tt0087188,38951,And the Ship Sails On,10/6/1983,0,0,128,it,7,22,,
42518,tt0031397,13669,Gulliver's Travels,11/10/1939,0,0,76,en,6.3,26,,The Amazing Characters in Jonathan Swift's Immortal Fantasy Come To Life !
226,tt0171804,61813,Boys Don't Cry,9/2/1999,11540607,2000000,118,en,7.2,360,http://www.foxsearchlight.com/boysdontcry/,A true story about finding the courage to be yourself.
861,tt0100802,11134,Total Recall,6/1/1990,261317921,65000000,113,en,7.1,1745,,"They stole his mind, now he wants it back."
2457,tt0037674,15698,Children of Paradise,3/15/1945,0,0,191,fr,7.9,79,,The Gone With the Wind of art films
4929,tt0061747,23805,Hang 'em High,7/31/1968,6800000,1800000,114,en,6.7,197,,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!
85325,tt0076123,16439,Citizen's Band,9/29/1977,0,0,98,en,4.7,6,,
851,tt0037558,549,Brief Encounter,11/24/1945,0,0,86,en,7.6,123,,A story of the most precious moments in woman's life!
2593,tt0057058,22826,The Fire Within,10/14/1963,0,0,108,fr,7.4,38,,
3086,tt0033804,25898,The Lady Eve,2/25/1941,0,0,97,en,7.5,74,,Barbara Stanwyck has Henry Fonda Bewitched and Bewildered
3767,tt0038559,12764,Gilda,2/14/1946,0,0,110,en,7.6,113,,There NEVER was a woman like Gilda!
535,tt0085549,695,Flashdance,4/14/1983,92921203,4000000,95,en,6.1,313,,When the dancer becomes the dance.
2731,tt0104507,147,Indochine,4/15/1992,0,0,148,fr,7.2,32,,
1654,tt0061578,29911,The Dirty Dozen,6/15/1967,45300000,5400000,150,en,7.5,309,,Train them! Excite them! Arm them!...Then turn them loose on the Nazis!
658,tt0058150,70934,Goldfinger,9/17/1964,124881062,2500000,110,en,7.2,1005,http://www.mgm.com/view/movie/760/Goldfinger/,Everything he touches turns into excitement!
657,tt0057076,16417,From Russia with Love,10/11/1963,78898765,2000000,115,en,6.9,773,http://www.mgm.com/view/movie/717/From-Russia-With-Love/,The world's masters of murder pull out all the stops to destroy Agent 007!
5689,tt0080453,12647,The Blue Lagoon,7/5/1980,58853106,4500000,104,en,5.8,422,,A sensuous story of natural love.
391,tt0058461,22067,A Fistful of Dollars,9/12/1964,14500000,200000,99,it,7.6,909,,"In his own way he is perhaps, the most dangerous man who ever lived!"
772,tt0104431,196940,Home Alone 2: Lost in New York,11/19/1992,358991681,18000000,120,en,6.3,2459,,He's up past his bedtime in the city that never sleeps.
550,tt0137523,10635,Fight Club,10/15/1999,100853753,63000000,139,en,8.3,9678,http://www.foxmovies.com/movies/fight-club,Mischief. Mayhem. Soap.
1610,tt0119114,1669,Fever Pitch,4/4/1997,0,0,102,en,6.1,53,,Life Gets Complicated When You Love One Woman And Worship Eleven Men
404,tt0166896,316098,The Straight Story,10/15/1999,0,10000000,112,en,7.7,315,,
8649,tt0163988,31948,Bringing Out the Dead,10/22/1999,0,32000000,121,en,6.6,228,,
5548,tt0093870,9941,RoboCop,7/17/1987,53000000,13000000,102,en,7.1,1494,,Part man. Part machine. All cop. The future of law enforcement.
5549,tt0100502,18639,RoboCop 2,6/22/1990,45681173,35000000,117,en,5.6,498,,He's back to protect the innocent.
856,tt0096438,145925,Who Framed Roger Rabbit,6/21/1988,329803958,70000000,104,en,7.2,1466,,"It's the story of a man, a woman, and a rabbit in a triangle of trouble."
699,tt0082398,277270,For Your Eyes Only,6/23/1981,195312802,28000000,127,en,6.3,497,http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,"No one comes close to James Bond, 007."
709,tt0097742,12233,Licence to Kill,7/7/1989,156167015,32000000,133,en,5.9,549,http://www.mgm.com/view/movie/1111/License-to-Kill/,His bad side is a dangerous place to be.
253,tt0070328,628,Live and Let Die,7/5/1973,161777836,7000000,121,en,6.4,540,http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,Roger Moore is James Bond.
660,tt0059800,161070,Thunderball,12/16/1965,141195658,5500000,130,en,6.5,572,http://www.mgm.com/view/movie/2009/Thunderball/,Look up!  Look down!  Look out!
492,tt0120601,10440,Being John Malkovich,9/30/1999,22863596,13000000,112,en,7.3,1124,,Ever wanted to be someone else? Now you can.
128,tt0119698,290157,Princess Mononoke,7/12/1997,159375308,26500000,134,ja,8.2,2041,,The Fate Of The World Rests On The Courage Of One Warrior.
8672,tt0200849,75046,My Best Fiend,5/17/1999,0,0,95,de,7.6,45,,
8056,tt0170705,26268,Train of Life,9/16/1998,0,154790,103,fr,7.4,48,,
2020,tt0120596,859,The Bachelor,11/5/1999,36911617,51000000,101,en,4.5,84,,One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.
9008,tt0140352,28421,The Insider,10/28/1999,60289912,90000000,157,en,7.3,489,,Two men driven to tell the truth... whatever the cost.
104103,tt0117365,205985,Portraits Chinois,9/12/1996,0,0,111,fr,7.5,2,,
1694,tt0089885,2895,Re-Animator,10/18/1985,2023414,900000,86,en,7,263,,Herbert West has a good head on his shoulders... and another on his desk.
476,tt0097240,59930,Drugstore Cowboy,9/9/1989,4729352,2500000,100,en,7,117,,
961,tt0017925,23114,The General,12/31/1926,0,750000,79,en,8,240,,"Buster drives ""The General"" to trainload of laughter. (Trade paper ad)."
957,tt0094012,85638,Spaceballs,6/24/1987,38119483,22700000,96,en,6.7,924,http://www.mgm.com/view/movie/1873/Spaceballs/,May the schwartz be with you
37853,tt0048380,11968,Mister Roberts,7/13/1955,0,0,123,en,7.3,43,,All The Uproarious Fun Of the Smash Broadway Play!
1621,tt0086465,29461,Trading Places,6/7/1983,90400000,40600000,116,en,7.1,763,,Some very funny business.
1832,tt0120655,70581,Dogma,11/12/1999,30652890,10000000,130,en,6.8,842,http://www.dogma-movie.com/,It can be Hell getting into Heaven
124853,tt0114008,72585,Ten Benny,4/9/1995,0,0,108,en,10,1,,
4203,tt0095675,2453,Women on the Verge of a Nervous Breakdown,3/14/1988,7179298,700000,88,es,7.6,149,,
2039,tt0093565,65157,Moonstruck,12/18/1987,80640528,0,102,en,6.7,173,,
2690,tt0057187,24137,Irma la Douce,6/4/1963,0,0,135,en,7.1,74,,"A story of passion, bloodshed, desire and death... everything, in fact, that makes life worth living."
2668,tt0162661,17918,Sleepy Hollow,11/18/1999,206071502,100000000,105,en,6.9,1774,,Heads will roll.
99,tt0185125,63076,All About My Mother,4/19/1999,67872296,8272296,101,es,7.4,337,,Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.
25898,tt0024852,41391,Babes in Toyland,12/14/1934,0,0,73,en,6.6,28,,
5156,tt0040522,42517,Bicycle Thieves,11/24/1948,361712,133000,93,it,8,404,,A man and his son search for a stolen bicycle vital for his job.
26371,tt0093512,42252,Maurice,9/18/1987,0,0,134,en,7.1,62,,
596,tt0032551,10895,The Grapes of Wrath,3/15/1940,0,750000,129,en,7.8,211,,The most discussed book in years - now comes to the screen to become the most discussed picture in ages
293,tt0105265,101,A River Runs Through It,10/9/1992,43440294,0,123,en,7,241,,The Story of an American Family.
9013,tt0095631,50034,Midnight Run,7/20/1988,38413606,30000000,126,en,7.2,241,,This could be the beginning of a beautiful friendship.
2924,tt0101393,11230,Backdraft,5/24/1991,152368585,75000000,137,en,6.4,360,,"Silently behind a door, it waits."
177,tt0101889,8973,The Fisher King,9/9/1991,41895491,24000000,137,en,7.2,346,,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail."
5486,tt0067656,33152,A Bay of Blood,8/8/1971,0,0,84,it,6.4,53,,"They came to play, they stayed to die."
1718,tt0033021,191874,Santa Fe Trail,12/13/1940,0,0,110,en,3.6,5,,"Where the railroad and civilization ended, the Sante Fe Trail began!"
777,tt0028950,87190,Grand Illusion,6/4/1937,0,0,114,fr,7.5,126,,A Great Drama of Human Emotions
5652,tt0050558,53049,The James Dean Story,8/13/1957,0,0,81,en,6.2,6,,
497,tt0120689,11971,The Green Mile,12/10/1999,284600000,60000000,189,en,8.2,4166,http://thegreenmile.warnerbros.com/,Miracles do happen.
1715,tt0124315,49728,The Cider House Rules,12/17/1999,88545092,24000000,126,en,6.9,285,http://www.miramax.com/movie/the-cider-house-rules/,A story about how far we must travel to find the place where we belong.
26162,tt0020668,2097,The Bat Whispers,1/1/1930,0,0,83,en,6.3,4,,
1439,tt0166485,40506,Anna and the King,12/16/1999,0,75000000,148,en,6.4,204,,
2277,tt0182789,193103,Bicentennial Man,12/17/1999,93700000,100000000,131,en,6.9,998,,One robot's 200 year journey to become an ordinary man.
334,tt0175880,32636,Magnolia,12/8/1999,48451803,37000000,188,en,7.5,844,http://www.magnoliamovie.com/,"Things fall down. People look up. And when it rains, it pours."
624,tt0064276,340210,Easy Rider,5/7/1969,0,360000,95,en,7,411,,A man went looking for America and couldn’t find it anywhere...
26578,tt0087231,24657,The Falcon and the Snowman,1/25/1985,0,0,132,en,6.5,43,,They came from the best of families. And they committed the worst of crimes.
1850,tt0125664,90414,Man on the Moon,12/22/1999,47434430,82000000,118,en,6.9,444,http://www.universalpictures.com/manonthemoon/,"Hello, my name is Andy and this is my movie."
926,tt0177789,705,Galaxy Quest,12/23/1999,90683916,45000000,102,en,6.9,722,,A comedy of Galactic Proportions.
1213,tt0134119,769,The Talented Mr. Ripley,12/25/1999,128798265,40000000,139,en,7.1,790,http://www.miramax.com/movie/the-talented-mr-ripley/,How far would you go to become someone else?
3558,tt0172493,80677,"Girl, Interrupted",12/21/1999,0,40000000,127,en,7.6,747,,"The crazy thing is, you're not crazy."
71067,tt0013662,5060,Tess of the Storm Country,11/12/1922,0,0,118,en,5,1,,
632,tt0046359,38884,Stalag 17,5/29/1953,0,1661530,120,en,7.6,143,,"THE STAR-SPANGLED, LAUGH-LOADED SALUTE TO OUR P.W. HEROS!"
5924,tt0070511,31665,Papillon,12/13/1973,53267000,12000000,151,en,7.8,445,,The greatest adventure of escape!
26617,tt0065724,40844,Five Easy Pieces,9/12/1970,0,0,98,en,7.2,114,,He rode the fast lane on the road to nowhere.
4460,tt0045162,103488,The Snows of Kilimanjaro,8/18/1952,0,0,117,en,6.1,18,,His Adventures . . . Like His Loves . . . Were Great and Exciting !
2990,tt0100318,709,Pacific Heights,9/28/1990,29381956,0,102,en,6,83,,Where terror lives.
32600,tt0016332,0,Seven Chances,3/11/1925,0,0,56,en,7.3,49,,Seven laughs a minute!
32015,tt0058604,281189,I Am Cuba,9/6/1964,0,0,141,es,8,33,,
1883,tt0104797,9452,Malcolm X,11/18/1992,48169908,34000000,202,en,7.3,377,,
2005,tt0105417,9340,Sister Act,5/28/1992,231605150,31000000,100,en,6.5,713,,No booze! No sex! No drugs!... No way!
6279,tt0108147,6016,Sister Act 2: Back in the Habit,12/9/1993,57319029,38000000,107,en,5.9,384,,
7305,tt0106246,19345,Alive,1/15/1993,36733909,32000000,120,en,6.7,383,,They survived the impossible...by doing the unthinkable.
8872,tt0105793,13702,Wayne's World,2/14/1992,121697323,20000000,94,en,6.5,738,,You'll laugh. You'll cry. You'll hurl.
8873,tt0108525,1653,Wayne's World 2,12/10/1993,47965000,0,95,en,5.8,281,,You'll laugh again! You'll cry again!! You'll hurl again!!!
619,tt0103855,32308,The Bodyguard,11/25/1992,411006740,25000000,129,en,6.2,681,,Never let her out of your sight. Never let your guard down. Never fall in love.
8293,tt0104454,41779,Howards End,3/13/1992,25966555,0,140,en,7,98,http://www.bfi.org.uk/whats-on/bfi-film-releases/howards-end,
1923,tt0105665,544,Twin Peaks: Fire Walk with Me,6/3/1992,4160851,10000000,134,en,7.3,429,,Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.
4234,tt0134084,2575,Scream 3,2/3/2000,161834276,40000000,116,en,5.7,749,,Someone has taken their love of trilogies one step too far.
8374,tt0144117,26886,The Boondock Saints,1/22/1999,30471,6000000,108,en,7.2,848,http://www.theboondocksaints.com,Thy Kingdom Come. Thy Will Be Done.
27841,tt0067848,30973,They Might Be Giants,6/9/1971,0,0,98,en,7.3,19,,
1907,tt0163978,10674,The Beach,2/11/2000,144056873,40000000,119,en,6.3,1271,,Somewhere on this planet it must exist.
25934,tt0062376,29244,"To Sir, with Love",6/14/1967,0,640000,105,en,7.6,72,,A story as fresh as the girls in their minis... and as tough as the kids from London's East End!
101383,tt0020594,109425,With Byrd at the South Pole,6/28/1930,0,0,82,en,7.5,2,,
2787,tt0134847,10552,Pitch Black,2/18/2000,53187659,23000000,108,en,6.7,1812,http://www.pitchblack.com/,Don't be afraid of the dark. Be afraid of what's in the dark
2069,tt0190138,47908,The Whole Nine Yards,2/18/2000,106371651,41300000,98,en,6.3,540,,"In the heart of suburbia, a hit man with heart has just moved in."
79515,tt0221023,32497,Black Tar Heroin: The Dark End of the Street,3/17/2000,0,0,75,en,7.1,6,,
901,tt0021749,13320,City Lights,1/30/1931,19181,1500000,87,en,8.2,444,http://www.charliechaplin.com/biography/articles/4-City-Lights,True Blind Love
2155,tt0184858,14662,Reindeer Games,2/25/2000,32168970,42000000,124,en,5.3,175,,The trap is set. The game is on.
139,tt0164756,124639,Mifune,3/12/1999,0,0,98,da,6.8,16,,
1831,tt0156841,2157,The Next Best Thing,3/3/2000,24362772,25000000,108,en,4.3,29,,Best Friends Make The Best Mistakes
4816,tt0165798,9398,Ghost Dog: The Way of the Samurai,9/13/1999,0,0,116,en,7.2,306,,All assassins live beyond the law … only one follows the code
2193,tt0085980,847,My Tutor,3/4/1983,22587000,0,97,en,5.8,17,http://www.crownintlpictures.com/lntitles.html,School's out...But Bobby's education has just begun
139058,tt0061801,78210,I'll Never Forget What's'isname,12/18/1967,0,0,97,en,7,3,,"He smashed up his desk, gave up a wife, three mistresses and went back to the simple life. Then his troubles really started!"
2067,tt0183523,907,Mission to Mars,3/10/2000,60874615,90000000,114,en,5.7,374,,Let There Be Life.
5693,tt0091217,11009,Hoosiers,11/14/1986,28607524,9000000,114,en,7.1,143,,They needed a second chance to finish first.
287,tt0094812,131957,Bull Durham,6/15/1988,50888000,7000000,108,en,6.6,154,,Romance is a lot like baseball. It's not whether you win or lose. It's how you play the game.
968,tt0072890,10331,Dog Day Afternoon,8/11/1975,46665856,1800000,125,en,7.6,685,,The most bizarre bank siege ever
838,tt0069704,3573,American Graffiti,8/1/1973,140000000,777000,110,en,6.9,330,,Where were you in '62?
3114,tt0049730,863,The Searchers,3/13/1956,0,3750000,119,en,7.7,332,,He had to find her... he had to find her...
26928,tt0068323,37563,Buck and the Preacher,3/17/1972,0,0,102,en,5,10,,The fight was against the raiders... but the feud was between themselves!
159727,tt0028282,40258,Song of Freedom,8/16/1936,0,0,80,en,0,0,,
820,tt0102138,35206,JFK,12/20/1991,205405498,40000000,189,en,7.5,513,,The story that won’t go away.
8989,tt0093148,41253,Harry and the Hendersons,6/5/1987,49998613,0,110,en,5.6,157,,"When You Can't Believe Your Eyes, Trust Your Heart."
32031,tt0091400,9928,Let's Get Harry,1/1/1986,0,0,102,en,4.7,3,,An adventure about the hero in all of us
26827,tt0094321,30366,Who's That Girl,8/7/1987,7305209,0,92,en,5.2,51,,A funny thing happened on the way to the bus station.
918,tt0092666,909,Blind Date,3/27/1987,39321715,18000000,95,en,5.6,115,,A date with her is every man's dream come true. And with dreams like her - who needs nightmares?
462,tt0195685,41006,Erin Brockovich,3/17/2000,256271286,52000000,131,en,7.1,730,http://www.brockovich.com/movie.html,She brought a small town to its feet and a huge corporation to its knees.
2383,tt0095800,11895,The Bear,10/21/1988,138241022,0,94,en,6.9,85,,He's an orphan... at the start of a journey. A journey to survive.
1396,tt0072443,2322,Mirror,3/7/1975,0,0,106,ru,7.8,147,,
1541,tt0103074,2058,Thelma & Louise,5/24/1991,45361000,16000000,130,en,7.2,766,,Somebody said get a life... so they did
8469,tt0077975,52362,Animal House,7/27/1978,141000000,2700000,109,en,7,420,http://www.animalhouse.com/,It was the Deltas against the rules... the rules lost!
925,tt0097216,121357,Do the Right Thing,6/30/1989,37295445,6500000,120,en,7.6,301,,"It's the hottest day of the summer. You can do nothing, you can do something, or you can..."
1713,tt0102175,6283,Jungle Fever,6/7/1991,32482682,14000000,132,en,6,71,,
26170,tt0062824,4191,Coogan's Bluff,10/2/1968,3110000,0,93,en,6.2,80,,"Before ""Dirty Harry""... there was Coogan."
26263,tt0092857,122677,Death Wish 4: The Crackdown,6/11/1987,0,0,99,en,5.6,51,,This time it's war!
996,tt0036775,9333,Double Indemnity,4/24/1944,2500000,927262,107,en,8,425,,From the Moment they met it was Murder!
1496,tt0101615,50512,Cool as Ice,10/18/1991,1193062,6000000,91,en,4.7,27,,"When a girl has a heart of stone, there's only one way to melt it. Just add Ice."
1498,tt0100758,12723,Teenage Mutant Ninja Turtles,3/30/1990,202000000,13500000,93,en,6.5,486,,Heroes in a half shell!
1497,tt0103060,9405,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,78000000,25000000,88,en,5.8,290,,"Cowabunga, it's the new turtle movie."
1499,tt0108308,9360,Teenage Mutant Ninja Turtles III,3/17/1993,42000000,21000000,96,en,5.1,189,,The Turtles Are Back....In Time.
1880,tt0087985,35796,Red Dawn,8/10/1984,38376497,4200000,114,en,6.4,217,,
33762,tt0090693,65579,Band of the Hand,4/11/1986,4865912,8700000,109,en,6.9,14,,"They're back on the mean streets. But this time, they're the good guys."
801,tt0093105,38223,"Good Morning, Vietnam",12/23/1987,123922370,13000000,121,en,7.1,658,,Time to rock it from the Delta to the DMZ!
104301,tt0095238,204128,The Good Mother,11/4/1988,0,0,104,en,4.7,5,,"Can a court determine how we should live, how we should love, how we should raise our children? Now Anna must prove that she is the Good Mother."
1879,tt0061735,35161,Guess Who's Coming to Dinner,12/11/1967,56666667,4000000,108,en,7.6,174,,A love story of today
2085,tt0165929,12230,Romeo Must Die,3/20/2000,91036760,25000000,115,en,6,334,,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember."
109479,tt0146516,329740,Buddy Boy,9/5/1999,0,0,105,en,6,1,,
3082,tt0027977,36643,Modern Times,2/5/1936,8500000,1,87,en,8.1,881,,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!"
49338,tt0110629,27387,National Lampoon's Last Resort,4/29/1994,0,0,90,en,4.6,8,,
2102,tt0100649,53565,Solar Crisis,7/14/1990,0,55000000,112,en,4.4,7,,"In the year 2050, the battle to save the earth will be fought on the sun."
