id,imdb_id,tmdbId,title,release_date,revenue,budget,runtime,original_language,vote_average,vote_count,homepage,tagline
551,tt0069113,9479,The Poseidon Adventure,1972-12-01,84563118.0,5000000,117.0,en,7.3,274.0,,Who will survive-in one of the greatest escape adventures ever!
3170,tt0034492,415072,Bambi,1942-08-14,267447150.0,858000,70.0,en,6.8,1450.0,http://movies.disney.com/bambi,A great love story.
346,tt0047478,12635,Seven Samurai,1954-04-26,271841.0,2000000,207.0,ja,8.2,892.0,,The Mighty Warriors Who Became the Seven National Heroes of a Small Town
859,tt0094947,0,Dangerous Liaisons,1988-12-16,34670720.0,14000000,119.0,en,7.1,267.0,,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.
841,tt0087182,31417,Dune,1984-12-14,30925690.0,40000000,137.0,en,6.5,576.0,,"A world beyond your experience, beyond your imagination."
242,tt0099674,10954,The Godfather: Part III,1990-12-24,136766062.0,54000000,162.0,en,7.1,1589.0,http://www.imdb.com/title/tt0099674/,All the power on earth can't change destiny.
1411,tt0102757,10549,The Rapture,1991-10-04,1277401.0,1227401,100.0,en,6.4,15.0,,"""It goes places movies seldom dare to go."""
857,tt0120815,100914,Saving Private Ryan,1998-07-24,481840909.0,70000000,169.0,en,7.9,5148.0,,The mission is a man.
1779,tt0098213,10153,Roger & Me,1989-09-01,6706368.0,160000,91.0,en,7.4,92.0,,
678,tt0039689,27768,Out of the Past,1947-11-13,0.0,0,97.0,en,7.6,111.0,,A MAN - Trying to run away from his past... A WOMAN - Trying to escape her future...
907,tt0059113,28288,Doctor Zhivago,1965-12-22,111858363.0,11000000,197.0,en,7.4,252.0,,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara."
5961,tt0083922,9491,Fanny & Alexander,1982-12-17,4971340.0,0,188.0,sv,7.3,138.0,http://www.orionpictures.com/view/movie/633/Fanny-And-Alexander/,
2887,tt0106273,32305,And the Band Played On,1993-09-11,0.0,0,140.0,en,5.8,24.0,,
793,tt0090756,124306,Blue Velvet,1986-08-01,8551228.0,6000000,120.0,en,7.7,758.0,,It's a strange world.
2619,tt0088161,140519,Splash,1984-03-09,69821334.0,8000000,111.0,en,6.1,328.0,,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!
27332,tt0084783,26245,Tex,1982-07-30,0.0,0,103.0,en,5.9,9.0,,
97,tt0084827,406,Tron,1982-07-09,33000000.0,17000000,96.0,en,6.6,717.0,,A world inside the computer where man has never been.  Until now.
2107,tt0102250,11675,L.A. Story,1991-02-08,0.0,0,95.0,en,6.4,88.0,,
6471,tt0079367,29627,The Jerk,1979-12-14,73961419.0,0,94.0,en,7.0,272.0,,A rags to riches to rags story.
227,tt0086066,4954,The Outsiders,1983-03-25,33697647.0,10000000,91.0,en,6.9,293.0,,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.
87,tt0087469,17414,Indiana Jones and the Temple of Doom,1984-05-23,333000000.0,28000000,118.0,en,7.1,2841.0,http://www.indianajones.com,If adventure has a name... it must be Indiana Jones.
123,tt0077869,11104,The Lord of the Rings,1978-11-15,30471420.0,4000000,132.0,en,6.1,187.0,,Fantasy...beyond your imagination
2907,tt0101272,13824,The Addams Family,1991-11-22,191502426.0,30000000,99.0,en,6.7,871.0,,Weird Is Relative
8688,tt0120832,39209,Snake Eyes,1998-08-07,103891409.0,73000000,98.0,en,5.8,331.0,,Believe everything except your eyes.
396,tt0061184,28732,Who's Afraid of Virginia Woolf?,1966-06-21,33736689.0,7500000,131.0,en,7.8,199.0,,You are cordially invited to George and Martha's for an evening of fun and games
4978,tt0090633,9523,An American Tail,1986-11-21,84542002.0,9000000,80.0,en,6.6,344.0,,"Meet Fievel. In his search to find his family, he discovered America."
8393,tt0080801,34748,The Gods Must Be Crazy,1980-09-10,60000000.0,5000000,109.0,en,7.1,251.0,,The critics are raving... the natives are restless... and the laughter is non-stop!
33644,tt0120703,12700,How Stella Got Her Groove Back,1998-08-14,37672350.0,20000000,124.0,en,6.0,24.0,,Sometimes you have to break the rules to free your heart.
805,tt0063522,1645,Rosemary's Baby,1968-06-12,33395426.0,3200000,136.0,en,7.5,892.0,,Pray for Rosemary's Baby
2182,tt0080391,22527,Attack of the Killer Tomatoes!,1978-10-01,0.0,90000,87.0,en,4.7,74.0,,Aaargh!...
4011,tt0094721,107,Beetlejuice,1988-02-29,73326666.0,15000000,92.0,en,7.1,1475.0,,He's guaranteed to put some life in your afterlife.
1580,tt0040746,607,Rope,1948-08-23,2200000.0,1500000,80.0,en,7.8,539.0,,
5854,tt0074512,14664,Family Plot,1976-04-09,7900000.0,2000000,121.0,en,6.7,86.0,,There’s no body in the family plot.
573,tt0068611,23637,Frenzy,1972-05-25,12600000.0,3500000,116.0,en,7.2,162.0,,Just an ordinary necktie used with a deadly new twist.
2370,tt0065112,11532,Topaz,1969-12-18,6000000.0,4000000,143.0,en,6.1,78.0,,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!
5780,tt0061107,14269,Torn Curtain,1966-07-13,13000000.0,3000000,128.0,en,6.4,120.0,,It tears you apart with suspense!
506,tt0058329,9300,Marnie,1964-07-09,7000000.0,2135161,130.0,en,7.2,233.0,,Thief... Liar... Cheat... she was all of these and he knew it!
574,tt0049470,17600,The Man Who Knew Too Much,1956-06-01,10250000.0,2500000,120.0,en,7.3,276.0,,A little knowledge can be a deadly thing!
845,tt0044079,48144,Strangers on a Train,1951-06-18,7000000.0,1200000,101.0,en,7.6,379.0,,It starts with a shriek of a train whistle...and ends with shrieking excitement.
1978,tt0042994,9731,Stage Fright,1950-02-23,0.0,0,110.0,en,6.8,61.0,,Love held its breath as sudden terror held the stage!
3682,tt0120577,10648,54,1998-08-28,16757163.0,13000000,106.0,en,5.5,138.0,,You've never been anywhere until you've been here
46748,tt0139564,71282,See the Sea,1997-12-03,0.0,0,52.0,fr,7.4,7.0,,
847,tt0096446,144982,Willow,1988-05-01,57269863.0,35000000,126.0,en,6.9,484.0,,Adventure doesn't come any bigger than this.
117,tt0094226,16934,The Untouchables,1987-06-02,76270454.0,25000000,119.0,en,7.6,1424.0,,What are you prepared to do?
59138,tt0139468,38163,Modulations,1998-09-18,0.0,0,75.0,en,8.5,2.0,,Cinema for the Ear
4175,tt0042004,32686,Under Capricorn,1949-09-08,0.0,0,108.0,en,6.1,27.0,,"Mystery, murder and passion from the master of suspense!"
940,tt0030341,10907,The Lady Vanishes,1938-07-26,0.0,0,96.0,en,7.5,183.0,,Spies! Playing the game of love - and sudden death!
2762,tt0029811,745,Young and Innocent,1937-11-01,0.0,0,83.0,en,6.8,42.0,,A Brilliant Melodrama
2761,tt0028231,10386,Secret Agent,1936-06-12,0.0,0,86.0,en,6.7,36.0,,
8208,tt0025452,56135,The Man Who Knew Too Much,1934-11-30,0.0,0,75.0,en,6.4,73.0,,Public Enemy No. 1 of all the world...
31930,tt0021165,4710,Murder!,1930-07-31,0.0,0,104.0,en,6.3,19.0,,
543,tt0019702,10442,Blackmail,1929-06-30,0.0,0,84.0,en,6.8,45.0,,See and Hear It - Our Mother Tongue As It Should Be Spoken
36056,tt0018328,14674,The Ring,1927-10-01,0.0,0,116.0,en,6.1,16.0,,Two boxers compete for the love of a woman.
2760,tt0017075,197239,The Lodger: A Story of the London Fog,1927-02-14,0.0,12000,99.0,en,7.2,49.0,,
431,tt0123755,6075,Cube,1997-09-09,501818.0,250000,90.0,en,6.9,1101.0,,Don't look for a reason... Look for a way out.
84116,tt0087359,47909,"Grandview, U.S.A.",1984-08-03,0.0,0,97.0,en,5.8,7.0,,Where dreams have a funny way of coming true.
3525,tt0096463,12309,Working Girl,1988-12-20,103173635.0,28000000,114.0,en,6.5,242.0,,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.
2321,tt0095593,2657,Married to the Mob,1988-08-19,21486757.0,10000000,104.0,en,5.8,67.0,,They're her family... Whether she likes it or not.
2028,tt0098258,857,Say Anything...,1989-04-14,20036737.0,0,100.0,en,7.2,244.0,,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.
5971,tt0098625,8392,We're No Angels,1989-12-15,0.0,20000000,106.0,en,5.6,106.0,,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.
881,tt0104257,12559,A Few Good Men,1992-12-11,243240178.0,40000000,138.0,en,7.1,899.0,http://www.sonypictures.com/movies/afewgoodmen/,
4478,tt0107211,19382,Indecent Proposal,1993-04-07,266614059.0,38000000,117.0,en,5.8,300.0,,A husband. A wife. A millionaire. A proposal.
2109,tt0120812,6471,Rush Hour,1998-09-18,244386864.0,33000000,98.0,en,6.8,1254.0,,The Fastest Hands in the East Meet the Biggest Mouth in the West.
8195,tt0122690,5165,Ronin,1998-09-25,41610884.0,55000000,122.0,en,6.8,670.0,,Your ally could become your enemy.
3486,tt0080731,24212,The Fiendish Plot of Dr. Fu Manchu,1980-08-08,0.0,0,108.0,en,4.4,12.0,,BEWARE! See this movie - An hour later you'll want to see it again!
1091,tt0084787,8491,The Thing,1982-06-25,19629760.0,15000000,109.0,en,7.8,1629.0,http://www.theofficialjohncarpenter.com/the-thing/,Man is The Warmest Place to Hide.
162,tt0099487,26564,Edward Scissorhands,1990-12-05,53000000.0,20000000,105.0,en,7.5,3731.0,,His scars run deep.
8916,tt0120587,4380,Antz,1998-10-02,171757863.0,60000000,83.0,en,6.0,1320.0,,Every ant has his day.
3121,tt0073440,41462,Nashville,1975-06-11,0.0,2200000,159.0,en,7.2,79.0,,Wild. Wonderful. Sinful. Laughing. Explosive.
4975,tt0119577,1903,Love Is the Devil: Study for a Portrait of Francis Bacon,1998-09-16,0.0,0,90.0,en,6.7,19.0,,
134368,tt0122642,238713,One Tough Cop,1998-10-09,0.0,0,90.0,en,3.0,3.0,,
1039,tt0141824,117036,The Inheritors,1998-06-19,0.0,0,95.0,de,6.6,7.0,,The rich get richer... and sometimes the poor get richer too.
4437,tt0086837,11906,2010,1984-12-06,40400657.0,28000000,116.0,en,6.6,290.0,,"""Something wonderful is going to happen"""
1890,tt0090830,20064,Children of a Lesser God,1986-09-13,31853080.0,0,119.0,en,6.9,72.0,,Love has a language all of its own.
1955,tt0080678,12102,The Elephant Man,1980-10-02,26010864.0,5000000,124.0,en,7.9,740.0,,I am not an animal! I am a human being! I... am... a man!
6435,tt0120791,40683,Practical Magic,1998-10-16,46683377.0,75000000,104.0,en,6.3,348.0,,"For two sisters from a family of witches, falling in love is the trickiest spell of all."
108316,tt0119534,88293,The Alarmist,1998-10-23,0.0,0,92.0,en,3.3,3.0,,Don't be alarmed... they're professionals.
2657,tt0120789,36685,Pleasantville,1998-09-17,0.0,0,124.0,en,7.1,498.0,,Nothing is as simple as black and white.
637,tt0118799,9099,Life Is Beautiful,1997-12-20,229400000.0,20000000,116.0,it,8.3,3643.0,,"An unforgettable fable that proves love, family and imagination conquer all."
8675,tt0124819,15876,Orgazmo,1997-09-06,0.0,1000000,94.0,en,6.2,116.0,http://www.orgazmodvd.com/,Fighting crime never felt so good!
73,tt0120586,48750,American History X,1998-10-30,23875127.0,20000000,119.0,en,8.2,3120.0,http://www.historyx.com/,Some Legacies Must End.
3033,tt0120684,957,Gods and Monsters,1998-01-21,6451628.0,10000000,105.0,en,6.8,82.0,http://www.godsandmonsters.net/,
4518,tt0127536,11347,Elizabeth,1998-09-13,82150642.0,30000000,124.0,en,7.2,346.0,,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.
3600,tt0130018,18228,I Still Know What You Did Last Summer,1998-11-13,40002112.0,65000000,100.0,en,5.1,381.0,,Someone is dying for a second chance.
297,tt0119643,41478,Meet Joe Black,1998-11-12,142940100.0,90000000,178.0,en,6.9,1174.0,http://www.meetjoeblack.com/,Sooner or later everyone does.
5332,tt0120643,73462,Dancing at Lughnasa,1998-09-04,0.0,0,96.0,en,6.0,10.0,,Five sisters embrace the spirit of a people.
8336,tt0120767,39871,The Naked Man,1998-08-02,0.0,0,98.0,en,6.0,3.0,,
666,tt0140888,27098,Central Station,1998-01-16,5596708.0,2900000,113.0,pt,7.6,132.0,,He was looking for the father he never knew. She was looking for a second chance.
2042,tt0120070,11164,Savior,1998-11-20,0.0,10000000,99.0,en,7.1,29.0,,"He's fighting a war he doesn't believe in, hoping to find something he does."
309,tt0154420,159185,The Celebration,1998-05-20,0.0,1300000,105.0,da,7.7,213.0,http://nimbusfilm.dk/film/festen/?lang=en,
692,tt0069089,29621,Pink Flamingos,1972-03-12,6000000.0,12000,93.0,en,6.2,111.0,,An exercise in poor taste.
1678,tt0047034,19931,Godzilla,1954-11-03,0.0,1000000,96.0,ja,6.9,194.0,,It's Alive!
1680,tt0056142,10215,King Kong vs. Godzilla,1962-08-11,0.0,0,98.0,ja,6.0,48.0,,The motion picture screen beckons you to adventure that thrills the emotions with shock and terror!
244,tt0024216,43475,King Kong,1933-04-07,10000000.0,672000,100.0,en,7.7,346.0,,A Monster of Creation's Dawn Breaks Loose in Our World Today!
8130,tt0089017,45042,Desperately Seeking Susan,1985-03-29,27400000.0,5000000,104.0,en,6.0,99.0,,Roberta is desperate to be Susan. Susan is wanted by the mob. The mob finds Roberta instead...
707,tt0090264,10990,A View to a Kill,1985-05-24,152427960.0,30000000,131.0,en,6.0,515.0,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,Has James Bond finally met his match?
8545,tt0147004,80218,Little Voice,1998-11-05,0.0,0,97.0,en,6.6,62.0,,Finding your own voice can be magic.
200,tt0120844,79593,Star Trek: Insurrection,1998-12-10,118000000.0,70000000,103.0,en,6.3,402.0,,The battle for paradise has begun.
1934,tt0138097,34106,Shakespeare in Love,1998-12-11,289317794.0,25000000,122.0,en,6.8,831.0,,Love is the only inspiration.
110643,tt0087688,73215,Mass Appeal,1984-12-14,0.0,0,99.0,en,7.5,3.0,,
8879,tt0089767,4176,Pale Rider,1985-06-28,41410568.0,0,115.0,en,7.0,255.0,,... and hell followed with him.
1369,tt0089880,64900,Rambo: First Blood Part II,1985-05-21,300400432.0,44000000,96.0,en,6.3,884.0,,"What most people call hell, he calls home."
1368,tt0083944,199512,First Blood,1982-10-22,125212904.0,15000000,93.0,en,7.2,1523.0,,This time he's fighting for his life.
1370,tt0095956,1573,Rambo III,1988-05-24,189015611.0,63000000,102.0,en,5.7,703.0,,The first was for himself. The second for his country. This time it's to save his friend.
1367,tt0079817,11674,Rocky II,1979-06-15,200182160.0,7000000,119.0,en,6.9,948.0,,Once he fought for a dream. Now he's fighting for love!
1371,tt0084602,152,Rocky III,1982-05-28,270000000.0,17000000,99.0,en,6.6,894.0,,The greatest challenge.
1374,tt0089927,154,Rocky IV,1985-11-21,300473716.0,31000000,91.0,en,6.6,984.0,,He's facing the ultimate challenge. And fighting for his life.
1375,tt0100507,157,Rocky V,1990-10-18,119946358.0,42000000,104.0,en,5.3,688.0,,Go for it!
1885,tt0087538,9844,The Karate Kid,1984-06-22,90815558.0,8000000,126.0,en,6.9,913.0,,Only the 'Old One' could teach him the secrets of the masters.
8856,tt0091326,75759,"The Karate Kid, Part II",1986-06-18,115103979.0,113,113.0,en,5.9,457.0,,"This time, the combat is real."
5825,tt0097958,25037,National Lampoon's Christmas Vacation,1989-12-01,71320000.0,27000000,97.0,en,7.1,668.0,,Yule crack up.
8741,tt0120863,69035,The Thin Red Line,1998-12-25,98126565.0,52000000,170.0,en,7.2,793.0,,Every man fights his own war.
1363,tt0120699,21539,The Hi-Lo Country,1998-12-30,0.0,0,114.0,en,4.7,9.0,,A woman like Mona can drive men to extremes.
825,tt0145734,9098,Playing by Heart,1998-12-30,3970078.0,20000000,121.0,en,6.6,49.0,,"If romance is a mystery, there's only one way to figure it out."
6917,tt0093075,62327,The Gate,1987-04-21,0.0,2500000,85.0,en,5.9,107.0,,Pray it's not too late.
2620,tt0090660,25232,Armed and Dangerous,1986-08-15,15945534.0,12000000,88.0,en,5.3,46.0,,Undercover. Overdressed. And keeping you safe from the scum of the earth
192,tt0091605,56088,The Name of the Rose,1986-09-24,77200000.0,20000000,130.0,en,7.2,739.0,,"Who, in the name of God, is getting away with murder?"
8388,tt0092086,59427,¡Three Amigos!,1986-12-12,0.0,25000000,102.0,en,6.3,287.0,,"They're Down On Their Luck And Up To Their Necks In Senoritas, Margaritas, Banditos And Bullets!"
6187,tt0119773,11615,Dry Cleaning,1997-09-24,0.0,0,97.0,fr,4.7,5.0,,
8129,tt0151691,51182,My Name Is Joe,1998-05-15,0.0,0,105.0,en,7.1,29.0,,
2112,tt0120784,13697,Payback,1999-02-05,161626121.0,90000000,100.0,en,6.7,557.0,,No More Mr. Nice Guy.
1542,tt0151804,9450,Office Space,1999-02-19,12827813.0,10000000,89.0,en,7.4,1068.0,,Work sucks.
8224,tt0134273,21375,8MM,1999-02-26,96618699.0,40000000,123.0,en,6.1,479.0,,You can't prepare for where the truth will take you.
26425,tt0123221,19827,Just the Ticket,1999-02-26,0.0,12000000,115.0,en,5.8,8.0,,"Irresponsible, Unreliable, Unpredictable and totally Irresistible."
1847,tt0070334,73135,The Long Goodbye,1973-03-07,0.0,0,113.0,en,7.3,112.0,,Nothing says goodbye like a bullet...
8913,tt0098084,15503,Pet Sematary,1989-04-21,57469467.0,11500000,103.0,en,6.4,417.0,,Sometimes dead is better.
25748,tt0106557,27511,Children of the Corn II: The Final Sacrifice,1993-01-29,6980986.0,900000,92.0,en,4.5,50.0,,These children are home alone too. But their parents are never coming back.
25749,tt0109415,96713,Children of the Corn III: Urban Harvest,1995-09-12,0.0,0,92.0,en,4.7,50.0,,An Adult Nightmare is about to show its face in the heart of a city!
8769,tt0085333,4201,Christine,1983-12-08,21200000.0,0,110.0,en,6.5,392.0,http://www.theofficialjohncarpenter.com/christine/,How do you kill something that can't possibly be alive?
7227,tt0075648,38606,Airport '77,1977-03-11,30000000.0,6000000,114.0,en,5.8,69.0,,"Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater..."
5919,tt0072308,38849,The Towering Inferno,1974-12-14,116000000.0,14000000,159.0,en,7.1,230.0,,The world's tallest building is on fire. You are there on the 135th floor ... no way down ... no way out.
2362,tt0070909,24018,Westworld,1973-10-22,0.0,0,88.0,en,6.7,345.0,,Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything
871,tt0063442,241058,Planet of the Apes,1968-02-07,33395426.0,5800000,112.0,en,7.5,958.0,http://www.foxmovies.com/movies/planet-of-the-apes,"Somewhere in the Universe, there must be something better than man!"
1685,tt0065462,45565,Beneath the Planet of the Apes,1970-05-01,18999718.0,3000000,95.0,en,6.2,370.0,,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!
1705,tt0069768,167738,Battle for the Planet of the Apes,1973-06-15,8844595.0,1700000,93.0,en,5.5,220.0,,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!
1688,tt0068408,9444,Conquest of the Planet of the Apes,1972-06-29,9700000.0,1700000,88.0,en,6.1,243.0,,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!
1687,tt0067065,4824,Escape from the Planet of the Apes,1971-05-20,12348905.0,2500000,98.0,en,6.3,270.0,,Meet baby Milo who has Washington terrified.
31638,tt0078856,70498,Beyond the Poseidon Adventure,1979-05-18,0.0,0,114.0,en,5.3,28.0,,"Before her fate is sealed by the deep, the superliner Poseidon will reveal one last secret."
113286,tt0175550,30195,The Dancemaker,1998-12-01,0.0,0,98.0,en,7.0,1.0,,
796,tt0139134,44495,Cruel Intentions,1999-03-05,75902208.0,10500000,97.0,en,6.6,848.0,,"In the game of seduction, There is only one rule: Never fall in love."
100,tt0120735,11062,"Lock, Stock and Two Smoking Barrels",1998-03-05,3897569.0,1350000,105.0,en,7.5,1671.0,http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,A Disgrace to Criminals Everywhere.
47501,tt0127288,71436,Six Ways to Sunday,1997-09-01,0.0,0,97.0,en,6.1,6.0,,
7341,tt0144814,31602,The Rage: Carrie 2,1999-03-11,17762705.0,21000000,104.0,en,5.1,79.0,,Looks Can Kill
1567,tt0157016,34941,I Stand Alone,1998-05-16,0.0,0,93.0,fr,7.5,99.0,,In the bowels of France
1641,tt0141098,9427,Forces of Nature,1999-03-12,93888180.0,75000000,105.0,en,5.1,141.0,,"He went from the eye of the storm, into the arms of a hurricane."
8583,tt0118892,54028,Dangerous Beauty,1998-02-20,0.0,0,111.0,en,6.9,59.0,,Born without privilege. Bound by tradition. She found the courage to follow her heart.
603,tt0133093,30528,The Matrix,1999-03-30,463517383.0,63000000,136.0,en,7.9,9079.0,http://www.warnerbros.com/matrix,Welcome to the Real World.
4951,tt0147800,10847,10 Things I Hate About You,1999-03-30,53478166.0,16000000,97.0,en,7.3,1768.0,,How do I loathe thee? Let me count the ways.
8970,tt0129280,866,The Out-of-Towners,1999-04-02,29000000.0,75000000,90.0,en,5.1,46.0,,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why."
70687,tt0127302,25183,The Sticky Fingers of Time,1997-06-06,0.0,250000,90.0,en,4.8,3.0,,
27455,tt0166195,36243,Foolish,1999-04-09,6033999.0,0,84.0,en,6.3,3.0,,This big mouth is ready for the big time
1414,tt0133363,27265,Lovers of the Arctic Circle,1998-09-04,0.0,0,112.0,es,7.1,54.0,,Destiny cannot be denied.
6522,tt0123964,39231,Life,1999-04-16,73345029.0,80000000,108.0,en,6.4,179.0,,Share it with someone you love.
114719,tt0143261,86493,Friends & Lovers,1999-04-16,94633.0,0,103.0,en,5.5,6.0,,... can you tell the difference?
143299,tt0139394,42093,The Joyriders,1999-04-18,0.0,0,0.0,en,6.0,1.0,,Life is a journey… so choose the right path
1902,tt0125659,32284,Open Your Eyes,1997-12-19,368234.0,2900000,117.0,es,7.4,211.0,,
6396,tt0133189,28503,SLC Punk,1998-09-24,299200.0,0,97.0,en,7.3,93.0,,God bless America... they're going to need it.
1946,tt0120907,15919,eXistenZ,1999-04-14,2856712.0,15000000,97.0,en,6.7,487.0,,Play it. Live it. Kill for it.
1844,tt0137494,267,Entrapment,1999-04-29,212404396.0,66000000,112.0,en,6.0,613.0,http://www.foxmovies.com.au/entrapment,The trap is set.
6552,tt0138510,3472,Idle Hands,1999-04-30,4152230.0,25000000,92.0,en,6.1,183.0,,The touching story of a boy and his right hand.
4154,tt0138874,19405,Three Seasons,1999-04-30,0.0,0,105.0,en,6.8,7.0,,The war is over.  But a personal battle continues to rage.
3309,tt0037913,36208,Mildred Pierce,1945-09-24,5638000.0,1453000,111.0,en,7.4,81.0,,A mother's love leads to murder
8592,tt0099422,42988,Dick Tracy,1990-06-15,103738726.0,47000000,103.0,en,5.9,258.0,,Their turf. Their game. Their rules. They didn't count on HIS law...
564,tt0120616,24405,The Mummy,1999-04-16,415885488.0,80000000,124.0,en,6.6,2796.0,http://www.mummyvideo.com/,The legend you know. The adventure you have yet to imagine.
140519,tt0188052,60238,Mascara,1999-05-07,0.0,0,94.0,en,6.0,1.0,,Life is what happens while you're making other plans.
4927,tt0138414,72277,Edge of Seventeen,1998-05-14,870751.0,1500000,99.0,en,5.7,29.0,http://www.picturethisent.com/minisites/edgeof17/edge1.html,
1893,tt0120915,312,Star Wars: Episode I - The Phantom Menace,1999-05-19,924317558.0,115000000,136.0,en,6.4,4526.0,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,Every generation has a legend. Every journey has a first step. Every saga has a beginning.
31342,tt0166252,49696,The Love Letter,1999-05-21,0.0,0,88.0,en,5.9,17.0,,No one knows who sent it. No one knows who it's for. But everyone's getting the same message.
8785,tt0059643,50247,The Saragossa Manuscript,1965-02-09,0.0,0,182.0,pl,7.4,23.0,http://www.thesaragossamanuscript.info/,
31498,tt0032818,58918,The Mummy's Hand,1940-09-20,0.0,0,67.0,en,6.5,14.0,,The tomb of a thousand terrors!
1924,tt0078346,10513,Superman,1978-12-13,300218018.0,55000000,143.0,en,6.9,1042.0,,You'll Believe a Man Can Fly!
8536,tt0081573,205481,Superman II,1980-12-04,190458706.0,54000000,127.0,en,6.5,642.0,,The Man of Steel meets his match!
138,tt0021814,39428,Dracula,1931-02-12,1012189.0,355000,72.0,en,7.2,254.0,,The story of the strangest passion the world has ever known!
30793,tt0037793,118,House of Dracula,1945-12-06,0.0,0,67.0,en,5.8,20.0,,HORROR UPON HORROR in the HOUSE OF DRACULA
3103,tt0036931,36094,House of Frankenstein,1944-12-01,0.0,0,71.0,en,6.2,30.0,,All the Screen's Titans of Terror - Together in the Greatest of All SCREEN SENSATIONS!
3035,tt0021884,37853,Frankenstein,1931-11-21,12000000.0,291000,71.0,en,7.3,295.0,,The man who made a monster.
3077,tt0031951,20565,Son of Frankenstein,1939-01-13,0.0,0,99.0,en,7.0,42.0,,The black shadows of the past bred this half-man . . . half-demon ! . . . creating a new and terrible juggernaut of destruction !
3074,tt0034786,11943,The Ghost of Frankenstein,1942-03-13,0.0,0,67.0,en,6.4,26.0,,All new THRILLS!
3076,tt0035899,2690,Frankenstein Meets the Wolf Man,1943-03-05,0.0,0,74.0,en,6.5,42.0,,
3079,tt0050280,10399,The Curse of Frankenstein,1957-05-02,0.0,0,82.0,en,6.8,61.0,,The creature created by man and forgotten by nature!
43391,tt0042469,29040,The Flying Saucer,1950-01-04,0.0,0,69.0,en,2.7,7.0,,
8974,tt0046534,11836,The War of the Worlds,1953-08-13,2000000.0,2000000,85.0,en,6.8,172.0,,Amazing! terrifying! The most savage spectacle of all time!
509,tt0125439,713,Notting Hill,1999-05-13,363889678.0,42000000,124.0,en,7.0,1309.0,http://www.notting-hill.com/,Can the most famous film star in the world fall for the man on the street?
1090,tt0139809,792,The Thirteenth Floor,1999-04-16,18564088.0,16000000,100.0,en,6.8,381.0,,Question reality. You can go there even though it doesn't exist.
2275,tt0144214,24746,The General's Daughter,1999-06-18,149705852.0,60000000,116.0,en,6.1,209.0,,Go behind the lies.
104,tt0130827,9614,Run Lola Run,1998-08-20,7267585.0,1530000,81.0,de,7.2,672.0,,Every second of every day you're faced with a decision that can change your life.
55955,tt0119743,5375,My Son the Fanatic,1997-10-21,408339.0,0,88.0,en,4.7,3.0,,
6488,tt0099052,18300,Arachnophobia,1990-08-09,53208180.0,31000000,103.0,en,6.2,445.0,,"Eight legs, two fangs, and an attitude."
8487,tt0120891,19414,Wild Wild West,1999-06-29,222104681.0,170000000,106.0,en,5.1,1042.0,,It's a whole new west.
125263,tt0149964,33843,Broken Vessels,1998-04-18,0.0,0,90.0,en,6.0,2.0,,Over the edge and out of control.
2767,tt0101318,91076,Les Amants du Pont-Neuf,1991-10-16,0.0,28000000,125.0,fr,7.5,45.0,http://www.juliettebinoche.net/les-amants-du-pont-neuf.html,Romance... In a most unlikely place.
2105,tt0163651,97,American Pie,1999-07-09,235483004.0,11000000,95.0,en,6.4,2358.0,,There's nothing like your first piece.
1073,tt0137363,252,Arlington Road,1999-03-19,0.0,21500000,117.0,en,7.0,246.0,,Your Paranoia Is Real.
2667,tt0185937,41516,The Blair Witch Project,1999-07-14,248000000.0,60000,81.0,en,6.3,1090.0,http://www.blairwitch.com/,The scariest movie of all time is a true story.
345,tt0120663,2759,Eyes Wide Shut,1999-07-14,162091208.0,65000000,159.0,en,7.1,1266.0,http://eyeswideshut.warnerbros.com/,Cruise. Kidman. Kubrick.
133575,tt0120878,50868,The Velocity of Gary,1999-07-16,0.0,4000000,100.0,en,4.2,5.0,,*(Not His Real Name)
620,tt0087332,88893,Ghostbusters,1984-06-07,295212467.0,30000000,107.0,en,7.3,2431.0,http://www.ghostbusters.com/,They ain't afraid of no ghost.
2978,tt0097428,10563,Ghostbusters II,1989-06-15,215394738.0,37000000,108.0,en,6.3,1131.0,,We're back!
